name	latitude_deg	longitude_deg
Wiley's Seaplane Base	45.43099976	-122.6500015
El Rancho Airport	42.330278	-118.647222
Mendenhall Airstrip	45.117978	-123.506458
Bohannan Airport	40.34550095	-82.94049835
Magruder Memorial Heliport	41.50559998	-82.93270111
Merritt Airport	39.47200012	-83.48989868
Cedar Creek Airport	40.62450027	-82.63549805
Childrens Medical Center Heliport	39.7745018	-84.16829681
Leavelle Airstrip	40.01200104	-84.28130341
Jbr Airport	38.91120148	-84.02600098
Port-O-John Airport	39.79529953	-83.22319794
Caesar Creek Gliderport	39.47669983	-84.09380341
Air Jordan Airport	39.56110001	-84.05190277
Railway Stop Heliport	41.56779861	-83.52799988
Aero Lake Farm Airport	41.04529953	-81.93650055
University Pointe Medical Office Building Heliport	39.35829926	-84.36669922
Park Medical Center Heliport	39.97029877	-82.96240234
Worthington Industries Heliport	40.11199951	-82.9815979
K & D Airways Airport	40.86389923	-82.42060089
Comprix Heliport	39.83950043	-82.90769958
Alaska Regional Hospital Heliport	61.2118988	-149.8269958
Burford Corp. Airport	34.83200073	-97.41000366
Frost Ranch Airport	35.59009933	-97.01059723
Twin Lakes Airport	35.32920074	-97.26979828
Moore Airpark	35.35419846	-97.48390198
Ragwing Acres Airport	35.81679916	-96.05860138
Ferrell Ranch Airport	34.92900085	-98.7397995
Flying N Ranch Airport	35.48199844	-97.02059937
Cole Landing Area Airport	35.25839996	-97.66280365
D & G Farms Airport	35.22510147	-97.64610291
Pata Skyhaven Airport	35.19589996	-97.30840302
Myers Field Airstrip	35.887833	-95.919639
Nielsen Airport	45.34429932	-122.5179977
Big Muddy Ranch Airport	44.82849884	-120.4950027
Pioneer Memorial Hospital Heliport	44.31230164	-120.8379974
Davidson Field	44.79460144	-123.0979996
Heavens Gate Ranch Airport	43.47480011	-123.3460007
Woodland Park Hospital Heliport	45.53319931	-122.5510025
Lockhart Airport	44.18130112	-118.2149963
Sweet Home Airport	44.39929962	-122.6849976
World Trade Center Heliport	45.51710129	-122.6740036
Washington Island Airport	45.38619995	-86.92449951
Baraga Airport	46.78490067	-88.57779694
Holly City Heliport	39.36899948	-75.07350159
Alderman Airport	40.05690002	-80.96320343
Zettlemoyer Airport	40.55680084	-75.69799805
Boehm's Field	41.44309998	-75.00789642
Lehman Airport	41.31949997	-76.04440308
Reed Airport	41.50009918	-75.41629791
Boden Airport	41.84669876	-75.44629669
Johnson Airport	41.7806015	-78.26920319
The Old Commonwealth Aerodrome	40.49119949	-76.09770203
Egolf Airport	40.33340073	-77.29969788
Shulls Airport	40.30009842	-77.29969788
Wilson Heliport	40.20009995	-75.29959869
Strawberry Acres Airport	42.01530075	-79.81780243
Malco Airport	41.98339844	-77.52469635
Fortman Heliport	39.78749847	-76.64720154
Market Garden Airport	39.96110153	-77.10030365
Quemahening Flightpark Ultralightport	40.08179855	-78.94550323
Baker-Sell Airport	40.24840164	-78.3608017
Brennan Personal Use Airport	40.85559845	-80.07060242
Federal Reserve Bank Heliport	39.9367981	-75.15049744
Sun Company-Radnor Heliport	40.04710007	-75.35769653
Caribbean Constr Main Office Heliport	18.314792	-66.093517
Rotelle Heliport	40.19789886	-75.29910278
Memorial Hospital Heliport	39.96620178	-76.69219971
Mathna Airport	40.01679993	-77.04139709
Wgal-Tv Heliport	40.03699875	-76.33769989
Rosini Residence Heliport	40.78680038	-76.58499908
Brandywine Hospital Heliport	40.0094986	-75.78440094
Merck Sharp & Dohme Heliport	40.21680069	-75.16629791
Sunbury Community Hospital Heliport	40.86180115	-76.77749634
Albert Einstein Medical Center Heliport	40.03680038	-75.14350128
Parker Carson STOLport	39.20159912	-119.6829987
Dyer Airport	37.60969925	-118.0059967
Island Lake Seaplane Base	60.70439911	-151.3110046
Malbone Estate Heliport	41.50640106	-71.31130219
Twisp Municipal Airport	48.3506012	-120.0940018
Vashon Municipal Airport	47.45859909	-122.473999
Beaver Marsh State Airport	43.12900162	-121.8180008
Archer Memorial Field	42.9070015	-84.47219849
Waterville Airport	47.65599823	-120.0559998
Sportsman Airpark	45.29570007	-122.9550018
South Carolina Pipeline Heliport	34.07030106	-80.91110229
Melrose Landing Seaplane Base	32.1391983	-80.86810303
Salty Fare Landng Seaplane Base	32.23389816	-80.7542038
Ridgewood Air Airport	34.29169846	-82.05390167
Sled Heliport	34.06610107	-81.11560059
Laurel Hill Farms Airport	33.05170059	-79.54139709
Gaston Airport	33.78680038	-81.09480286
Mcintosh Airport	33.750278	-79.957778
Paradise Valley Airport	44.16360092	-103.4789963
Mc Kennan Hospital Heliport	43.53409958	-96.71499634
Pepper Port Airport	43.10580063	-98.93039703
Bollweg Farm Airport	44.56330109	-99.72509766
Nicolaisen Airport	43.68330002	-98.26529694
Sturgis Heliport	44.39780045	-103.5090027
Avera Heart Hospital of South Dakota Heliport	43.49079895	-96.77970123
Dangel Airport	43.33330154	-97.06279755
Bixler Ridge Airport	43.04560089	-96.93910217
Tc Field	45.45220184	-99.01010132
Percival Springs Airport	39.01390076	-88.53890228
Hahn Sky Ranch Airport	43.46640015	-88.29090118
Van Camp's Heliport	42.01919937	-83.84860229
Darmar Medical Emergency Heliport	29.78910065	-95.79969788
Gravco STOLport	31.39019966	-94.69100189
The Medical Center of Mesquite Heliport	32.77939987	-96.60109711
Triangle Ranch Private Airport	31.71820068	-104.5979996
Mario's Flying Pizza Airport	29.74769974	-96.29270172
Port O'Connor Base (Ehi) Heliport	28.46969986	-96.49189758
Pyramid Ranch Airport	31.86269951	-96.19750214
Era Helicopters Sabine Base Heliport	29.69630051	-93.95659637
El Coyote Ranch Airport	26.85840034	-98.22200012
A M I G O For Christ Airport	32.66040039	-97.84200287
Eagle Air Park	28.98220062	-95.57969666
Republic Helicopters Heliport	29.32859993	-95.06189728
Flying Oaks Airport	32.83069992	-97.53359985
Weems Farm Airport	33.2942009	-96.92810059
Frels Airport	29.17919922	-96.3227005
Piano Ranch Airport	29.69510078	-97.16329956
Burris Ranch Airport	28.88780022	-98.0503006
Beach Ranch Airport	33.228167	-101.13535
Wagner-Braxdale Airport	28.67830086	-99.79869843
Cuero Community Hospital Heliport	29.11330032	-97.28330231
Hospital Wing Heliport	35.14179993	-90.02680206
Baptist Memorial Hospital Heliport	35.74309921	-89.53939819
Wings Field	35.22359848	-89.18890381
Oak Ridge Heliport	36.00149918	-84.24739838
Shoemaker-Shelby Forest Airport	35.31809998	-90.03530121
Athens Regional Medical Center Heliport	35.43560028	-84.59989929
Baptist Hospital Heliport	36.13759995	-86.73889923
Wolf Creek Airport	35.8044014	-84.415802
Soggy Bottom Airport	36.01800156	-85.93599701
Baptist Memorial Hospital Heliport	36.41400146	-89.04669952
Myska Field	33.15570068	-97.13809967
Titus Regional Medical Center Heliport	33.17610168	-94.97080231
Shofner Farms Airport	26.16839981	-97.7335968
Tigerbird Field	31.67930031	-97.24060059
Circle R Ranch Airport	32.13970184	-95.97029877
Hedley Airport	34.89369965	-100.6100006
Eagle's Nest Estates Airport	32.51259995	-96.92669678
Jamak Fabrication Heliport	32.78120041	-97.81639862
Bailey Airport	29.22050095	-97.87169647
Dps-Tyler Heliport	32.31399918	-95.2390976
Blue Sky Airfield	35.0644989	-101.848999
Russell Paradise Airport	29.22520065	-98.38359833
Ray Smith Farm Airport	32.0265007	-98.01000214
La Fonda Ranch Airport	29.21689987	-100.6169968
Lewis Ranch Airport	27.98360062	-99.37670135
Berry Airport	31.45350075	-97.75140381
Everitt Airport	33.68180084	-101.6679993
Jw Airport	33.09460068	-97.39610291
Eagle's Landing Airport	33.30820084	-97.37969971
Ethyl Corp Heliport	29.74110031	-95.17079926
Smith Prairie Airport	43.49850082	-115.5479965
Rockford Municipal Airport	43.19020081	-112.5319977
Shearer /Usfs/ Airport	45.99160004	-114.8410034
Stanley Airport	44.20849991	-114.9349976
Thomas Creek Airport	44.72629929	-115.0029984
High Meadow Ranch Airport	37.52080154	-112.6419983
Fort Ranch Airport	41.49219894	-112.5910034
Heber Valley Hospital Heliport	40.49020004	-111.4059982
Hartenbower Hectares Airport	41.18149948	-89.146698
Zangger Vintage Airpark	43.45140076	-96.40589905
Red Birds Airyard Airport	37.11259842	-79.60919952
Jett Airpark	37.89599991	-76.35520172
Melville Airstrip	37.14599991	-76.79000092
Merlin Aerodrome	37.31499863	-77.8660965
Winchester Medical Center Heliport	39.19509888	-78.19190216
Rosegill Farm Airstrip	37.63069916	-76.56500244
Arrowhead Point Airport	37.62379837	-76.60109711
Virginia Beach General Hospital Heliport	36.86629868	-76.02580261
Brandywyne Farms Airport	36.68379974	-76.83000183
Airlie Airport	38.75790024	-77.78720093
Spring Valley Hospital Heliport	36.090833	-115.239167
Upperville Airport	38.97180176	-77.86969757
Cub Haven Airport	38.54859924	-78.87110138
Deer Run Heliport	37.88769913	-78.86190033
Breeden Company Heliport	36.83129883	-76.06600189
Rychlk Heliport	38.76079941	-77.62969971
Seven Gables Airport	38.16389847	-77.84999847
Folly Neck Airport	37.87220001	-76.73110199
Sentara Williamsburg Regional Medical Center Heliport	37.33539963	-76.74069977
Northern Lights Seaplane Base	44.87279892	-73.28170013
De Vere Field	47.17760086	-120.8529968
Clearview Airpark	39.46699905	-77.01740265
Swanson Airport	46.8716011	-122.2570038
Pcfd Nr 26 Heliport	47.14479828	-121.6360016
Diamond Point Airstrip	48.09260178	-122.9290009
Quartermaster Harbor Seaplane Base	47.37950134	-122.4449997
Stuart Island West Airport	48.68450165	-123.2099991
Coulee Community Hospital Heliport	47.9457016	-119.0009995
Rice Ranch Airport	47.99819946	-119.0889969
Kramer Ranch Airport	47.38169861	-118.2969971
Touchet Valley Airport	46.28919983	-118.1009979
Bender's Airport	44.85269928	-89.60009766
Uff-Da Airport	42.9435997	-89.28659821
Shullsburg Airport	42.55690002	-90.2276001
Milwaukee County Medical Complex Heliport	43.04150009	-88.02310181
Plows & Props Airport	42.64279938	-88.3986969
Blair Lake Airport	46.09740067	-90.16320038
Matson Airport	42.91360092	-89.186203
Hecklers' Strip	42.96969986	-89.66539764
Davies Airport	43.59749985	-87.77899933
Bulldog Ranch Airport	43.75999832	-89.63480377
Gaffney Airport	43.65420151	-89.63030243
Curns Airport	44.35789871	-88.76139832
Mcfaul Airport	44.33940125	-88.78119659
Murmuring Springs Airport	44.00640106	-90.01920319
Cunningham Airport	44.52970123	-90.41929626
Planeacres Airport	43.94869995	-88.67320251
Oshkosh Sky Ranch Airport	44.015228	-88.714269
Hillcrest Airport	45.8451004	-120.7009964
Connor'S Lake Landing	45.913686	-92.293239
C. R. Acres Airport	44.280428	-88.093578
Louis A. Johnson Va Medical Center Heliport	39.10240173	-80.36209869
Hales Landing Airport	39.11719894	-81.39170074
Willow Bend Airport	37.54669952	-80.51830292
West Virginia State Police Heliport	40.05310059	-80.72470093
Haas Airport	43.00719833	-110.3170013
Raco 1 Heliport	41.15810013	-104.4459991
Bar Flying E Airport	44.40439987	-109.2819977
Willow Seaplane Base	61.74399948	-150.0590057
Foard County Airport	33.97930145	-99.71289825
El Caballero Airport	28.13240051	-98.93219757
Knape Airport	29.22039986	-95.31089783
North Cypress Medical Center Heliport	29.92630005	-95.63249969
Flying S Ranch Airport	33.5807991	-96.8003006
Someday Ranch Airport	29.80369949	-97.69120026
Red Berry Heliport	29.43470001	-98.4178009
Tailwheel Airport	32.61500168	-94.76560211
Air Evac 53 Heliport	31.694167	-96.169722
Rolling Plains Hospital Heliport	32.452367	-100.397167
Columbia Valley Regional Heliport	25.97750092	-97.51580048
Harris Ranch Airport	30.21969986	-98.30259705
Indio-Faith Airport	28.26280022	-100.1620026
Glad Oaks Airport	32.01679993	-95.70020294
Skida Patch Airport	33.66139984	-96.40640259
Cross Triangle Ranch Airport	30.01049995	-98.4253006
Foster Ranch Airport	29.72109985	-99.57119751
Annandale Ranch Airport	29.45019913	-99.68370056
Benson Airstrip	29.22940063	-99.82389832
Uvalde County Hospital Authority Heliport	29.21409988	-99.76779938
Primghar Airport	43.07799911	-95.61430359
Drake Airport	42.31669998	-93.41690063
Hawarden Municipal Airport	43.03689957	-96.49310303
Yakutat Seaplane Base	59.5625	-139.7409973
Entrance Island Seaplane Base	57.41220093	-133.4389954
Eureka Creek Airport	65.17590332	-150.220993
Eva Creek Airport	64.04199982	-148.8630066
Chena River Seaplane Base	64.832901	-147.8480072
False Island Seaplane Base	57.53219986	-135.2129974
Doyle Estates Airport	60.50279999	-151.2599945
Phalanx Airport	35.54436111	-92.0561676
Gila Compressor Station Airport	33.25	-112.8130035
Indian Valley Hospital Heliport	40.1332016	-120.9300003
Long Beach Memorial Medical Center Heliport	33.80830002	-118.1869965
Coyote Creek Ranch Airport	38.67250061	-105.3359985
Lakeview Airport	33.13209915	-97.0141983
Florida Hospital Lake Placid Heliport	27.32049942	-81.37049866
City of Fort Lauderdale Heliport	26.12400055	-80.14420319
Columbia Putnam Community Hospital Heliport	29.6427002	-81.69259644
Elliott Field	34.45899963	-84.1812973
Mason Airport	42.432222	-114.166389
Reid Hospital Heliport	39.84560013	-84.8852005
Clay County Hospital Heliport	38.6794014	-88.47250366
Wigent Airport	41.20920181	-85.45800018
Aero Lake Estates Airport	42.07720184	-88.62509918
Tyler Airport	37.13230133	-97.0734024
Wayne County Hospital Heliport	36.81949997	-84.86740112
Venice Base Heliport & Seaplane Base	29.27109909	-89.35579681
Williams Airpark	39.75419998	-90.36540222
Rotorcraft Heliport	30.15239906	-91.95069885
Tunica Airport	34.66680145	-90.3667984
Clinton Hospital Heliport	42.42789841	-71.69280243
Wolverton's Field	41.85919952	-86.32779694
Albert Lea Medical Center Heliport	43.652697	-93.371586
Matzie Airport	37.64590073	-92.49459839
Happy Bottom Airport	36.04859924	-80.45690155
Rs Ag-Land Airport	40.35580063	-98.68309784
Hillside Farm Heliport	40.39229965	-74.77909851
Crusader Heliport	36.116389	-103.096667
Coye Field	42.75009918	-77.55809784
Bahl Helistop	40.75699997	-82.55020142
Lobo Field	34.91680145	-96.2335968
Bero Field	45.80260086	-123.2799988
Kings Airport	40.26789856	-75.43659973
Pittsburgh Children'S Hospital Heliport	40.466389	-79.953056
Tri-Modal Air Park	30.59189987	-97.72250366
Cone Airport	33.81119919	-101.3960037
Hall Airport	32.82849884	-94.71880341
Farmer's Co-Op Airport	26.13559914	-97.69470215
Clinch Valley Medical Center Heliport	37.09460068	-81.82099915
Sweetwater Bay Seaplane Base	44.95190048	-87.80840302
Weller Canyon Airport	46.31489944	-118.1780014
Chambers Island Airport	45.19189835	-87.35929871
Emergency Room At Magnolia Heliport	33.220347	-96.913628
"Farwell Spraying Service, Inc Airport"	34.38230133	-103.0179977
Sugar Valley Airport	35.98540115	-80.51119995
Dalrymple's Airport	64.832901	-147.4250031
Van Buren County Memorial Hospital Heliport	35.57590103	-92.45349884
Benson Airport	31.96369934	-110.2600021
Baldwin Base Heliport	33.69390106	-117.8320007
Presbyterian Intercommunity Hospital Heliport	33.97109985	-118.0490036
Montrose Memorial Hospital Heliport	38.48049927	-107.8690033
Quiet Corner Heliport	41.854767	-71.928483
Inter County Airport	40.33340073	-79.77919769
S & S Avion Ranch Airport	28.95919991	-82.13420105
Florida State Hospital Heliport	30.70630074	-84.8423996
Tedford Ranch Airport	28.04339981	-81.01920319
Wgcl-Tv Heliport	33.78739929	-84.40110016
Rising Sun Airport	38.92589951	-84.91190338
Tamms Correctional Center Heliport	37.25279999	-89.2806015
Timber House Airport	40.28499985	-86.85639954
Mason District Hospital Heliport	40.30780029	-90.05460358
Mills Field	37.99580002	-97.92949677
Wild Blue Airport	38.11059952	-84.32219696
Iota Volunteer Fire Department Heliport	30.329583	-92.497022
Seeman Airport	40.77859879	-88.66619873
Helicopter Management Heliport	30.03420067	-91.86430359
Norm's Field	42.26200104	-72.40809631
Rentz Ultralightport	41.77980042	-86.17720032
Peterson Seaplane Base	45	-93.41970062
Hannah Airport	40.10549927	-94.74330139
Presbyterian Hospital Huntersville Heliport	35.40670013	-80.85919952
Grimm Farm Airport	42.75500107	-97.70510101
Atlantic City Medical Center-Mainland Division Heliport	39.47930145	-74.53929901
Troop E Heliport	42.95840073	-77.33719635
Au Heliport	40.77310181	-82.56269836
Siegfried Point Heliport	36.48649979	-94.99079895
Heli-Jet Heliport	44.06209946	-123.1449966
Foxcatcher Farm Heliport	39.9978981	-75.41519928
Control Dynamics Heliport	40.209167	-75.081389
Vitek Field	30.72940063	-97.4253006
Tenneco Lab Helistop	29.72299957	-95.47109985
Flyers Field	33.19039917	-96.18910217
Scott Airport	31.59679985	-97.33000183
Aberdeen Field	37.0237999	-76.58860016
Mary Bridge Heliport	47.26169968	-122.4540024
Mcdermott Air Park	43.00719833	-88.60199738
Berlin Field	43.99160004	-88.96260071
Fly-N-Ski Airport	33.18370056	-96.27030182
Hardrock Field	64.90930176	-147.9140015
Stuttgart Memorial Hospital Heliport	34.517778	-91.559722
Scottsdale Healthcare Thompson Peak Hosp Heliport	33.67	-111.922222
Stone Airstrip	36.33330154	-119.8249969
Bob's Flying Service Inc Airport	38.83319855	-121.7180023
Pacific Bell-2300 Imperial Hwy Heliport	33.97999954	-118.3820038
Braun Airport	38.45529938	-105.0839996
Sunset Strip Airpark	27.23419952	-80.90370178
Kearney Construction Heliport	27.90439987	-82.38330078
Meyer Heliport	28.50139999	-81.44419861
Sebastian Cove Airport	33.45420074	-83.27780151
Roberts Airport	38.81639862	-85.10630035
Village of Tamms Heliport	37.23889923	-89.26580048
Roto-Whirl/Ski World Heliport	39.15499878	-86.29720306
Baker Airport	40.13529968	-91.00959778
Wilkens Airport	38.5931015	-100.612999
St Elizabeth Medical Center South Heliport	39.01029968	-84.55690002
A B Dock Services Heliport	29.77359962	-93.34999847
The Sandbox Airport	41.70420074	-90.25980377
Stevens Strip	30.41959953	-90.35900116
North Adams Regional Hospital Heliport	42.707901	-73.10900116
Roseland Airport	39.18939972	-75.87680054
William Beaumont Hospital Heliport	42.51499939	-83.19280243
Don's Landing Field	45.36750031	-94.3993988
Phillips Airport	37.5766983	-90.22599792
Browns Landing	31.194167	-89.9525
Hall Field	34.89640045	-79.04309845
Mc Ginn Ranch Airport	41.72109985	-100.0879974
George Harms Const Heliport	40.20840073	-74.17459869
Schoharie Creek Airport	42.75329971	-74.31109619
S J M Landing Heliport	42.42979813	-72.21679688
Rall Field	40.76119995	-82.41790009
Flying A Ranch Airport	34.83179855	-95.51750183
Pine Hollow Airport	45.25479889	-121.2939987
Yost Personal Use Airport	40.33010101	-77.17720032
Black Rock Airport	40.73400116	-80.27590179
Wilbourn Ranch Airport	29.69190025	-97.43360138
Granite Shoals Municipal Airport	30.58939934	-98.37030029
Southern Tennessee Medical Center Heliport	35.174281	-86.089917
Seton Medical Center H-4 Heliport	30.30439949	-97.7457962
Hinson Airport	30.05809975	-96.35919952
Old South Aerodrome	36.677778	-81.928722
Whitestone Airport	48.72277778	-119.4672222
Dalonia Airport	44.31639862	-88.70089722
Bowman Airstrip	45.099606	-88.419733
Medical Center Hospital Heliport	31.846186	-102.374678
Cedar Circle Heliport	32.46149826	-97.00869751
Fairview Airport	35.15729904	-82.12229919
Nugget Bench Airport	62.51729965	-150.9450073
Skypoint Estates Airport	35.60219955	-92.14250183
Yolo Ranch Airport	34.79859924	-112.9700012
Jablonski Airport	43.0821991	-86.09480286
Lloyd's Landing Airport	34.9054985	-118.302002
Oak Country Ranch Airport	35.56829834	-120.7969971
Platform Hillhouse Heliport	34.33110046	-119.6039963
Melby Ranch Airstrip	37.06499863	-105.4639969
Irish Hills Farms Airport	41.609444	-73.239722
Recreation Corporation Airport	27.59810066	-80.84590149
R O Ranch STOLport	29.9144001	-83.26650238
Flying S Ranch Airport	27.86086082	-80.99986267
Hudson River Landing Airport	34.25999832	-83.28669739
Orange City Hospital Heliport	43.01029968	-96.05809784
Lifeline Landing Area Heliport	39.65840149	-85.14360046
John Scharff Airport	40.16609955	-88.89830017
Rusby Field	38.44309998	-86.05780029
Howell Airport	39.54449844	-88.75759888
Buena Terra Airport	39.15309906	-95.60939789
Bigger (Stol) STOLport	37.61230087	-87.05690002
Sky Ranch Airport	30.06959915	-91.98619843
Isley Airport	39.08750153	-88.28890228
Heart Hospital Heliport	32.173306	-92.026389
Seagate Heliport	42.55979919	-70.77230072
Great Lakes Airport	46.0666008	-88.00759888
Swift Private Airport	46.09000015	-96.09700012
Leaming Field	37.25139999	-94.05690002
Kruger Heliport	48.48059845	-114.0009995
Pettigrew Moore Aerodrome	34.42689896	-78.08940125
Orr Ranch Airport	42.38610077	-102.5749969
Centra State Medical Center Heliport	40.23709869	-74.31099701
Wolf Ridge Airport	35.941667	-82.506667
Wayne Delp Airport	42.3995018	-73.86620331
Sunset Strip	40.18529892	-83.17359924
Soaring Horse Airport	41.08280182	-82.04319763
Myrick Airport	35.74329037	-97.40557909
Crow-Mag Airport	44.06370163	-123.3909988
Sutliff Private Airport	41.16680145	-76.24970245
Skepton Heliport	40.38899994	-75.43800354
Triad Carolinas Hospital Heliport	34.16139984	-79.75389862
Lake Bonanza Airport	30.33300018	-95.61219788
Sw Police Station Nr 4 Heliport	29.68860054	-95.45189667
Bradley Memorial Hospital Heliport	35.178211	-84.869442
Burleson County Hospital Heliport	30.52129936	-96.7161026
Tgp 1 Heliport	27.74449921	-97.8463974
Fox Fire Airport	36.78430176	-79.04969788
Franz Ranch Airport	47.04990005	-118.8509979
St Mary's Hospital Heliport	44.53219986	-88.06590271
Six Mile Volunteer Fire Department Heliport	31.250292	-93.778931
Cardwell Strip	61.625	-149.2890015
Woodbridge Field	35.58110046	-90.38529968
Gila River Memorial Airport	33.24340057	-111.913002
Fiddyment Field	38.792099	-121.3730011
Elk Park Ranch Airport	40.262683	-105.448011
Burney Service Center Heliport	40.89459991	-121.6500015
Bonanza Hills Airport	37.52349854	-120.3980026
Simons Airport	39.71640015	-104.7320023
Gezik Seaplane Base	28.25189972	-80.66889954
Blue Ridge Flightpark Airport	28.85720062	-80.90699768
Ellis Agricultural Field	30.96549988	-86.30269623
Merillat Airport	41.97499847	-83.92520142
Cobb General Hospital Heliport	33.8572998	-84.60720062
Freeman Creek Airport	46.570333	-116.343611
Burk Personal Use Airport	40.05059814	-85.60279846
G. Bray Airport	40.36249924	-90.10849762
Windy P Ridge Airport	40.34030151	-85.01799774
Jim Wehrli Memorial Airport	41.44480133	-88.71669769
St Joseph Heliport	37.67169952	-97.29119873
Lone Pine Aerodrome	36.91249847	-86.78279877
Swamp Smith Airport	30.77160072	-93.27130127
Il Dept of Corrections/Lawrence County Heliport	38.72829819	-87.90809631
Coastal Ridge Airpark	30.02890015	-92.01450348
Crowhurst Heliport	42.57630157	-70.73889923
De Witt Property Airport	43.10029984	-86.2233963
Peil/Juliar Seaplane Base	44.95999908	-93.6493988
Cyanamid-Hannibal Heliport	39.83250046	-91.44020081
Colle Field	30.47380066	-88.69619751
Carolinas Medical Center Heliport	35.20560074	-80.84169769
Plath Farms Airport	46.7057991	-97.15650177
Evans Ranch Airport	41.22389984	-100.9349976
Stone Song Heliport	42.81470108	-71.66110229
Chilton Memorial Hospital Heliport	40.957901	-74.30960083
Hendershot Airport	43.2901001	-77.82730103
Arend Airport	41.25699997	-84.64160156
Snoddy Air Strip	40.69449997	-82.11789703
Double Bar S Ranches Airport	35.90010071	-96.5503006
Providence Medical Center Heliport	45.52819824	-122.6119995
Waltz Airport	39.76070023	-77.19300079
Fox Field	40.485556	-77.220556
Jsi Airport	33.167099	-96.48719788
Bee Creek Airport	32.23210144	-97.00859833
Canyon Lake Airport	29.91580009	-98.24749756
Buckmaster Heliport	32.6271019	-97.78359985
Yuba Airport	44.83890152	-85.43119812
Loudoun Hospital Center Heliport	39.07720184	-77.47640228
Orbit Heliport	45.56790161	-122.3190002
Thiessen Field	43.4178009	-89.76540375
Flying Hare Airport	30.391944	-95.538611
Seal Island Heliport	70.49220276	-148.6950073
Citronelle / Silcox Memorial Heliport	31.09033981	-88.24524522
Black Horse Landing Ultralightport	36.35639954	-93.68630219
Continental Airport	31.84370041	-110.9769974
Wells Airport	43.1283989	-85.50530243
Los Angeles County/USC Medical Center Heliport	34.0575	-118.208056
Flying M Ranch Airport	37.23189926	-120.4789963
Farnsworth Ranch Airstrip	39.09989929	-121.9339981
Lone Tree Ranch Airport	38.88199997	-103.8089981
Rimes Lakecrest Airport	29.46789932	-82.15879822
Rush Airport	29.6923008	-82.72920227
St Vincent's Medical Center Heliport	30.30879974	-81.68979645
Buford Precinct Heliport	34.09790039	-84.01239777
Brown Airport	41.54230118	-85.84190369
Clarion Field	41.53390121	-89.20279694
Ellison Airport	40.29449844	-85.94249725
Enoch Airport	39.52840042	-88.76399994
Cyber Density Balloon Spot Balloonport	40.43439865	-74.63469696
Selby Farm Airport	37.53359985	-97.31169891
Welcome Field	36.71120071	-86.63610077
Carriage Lane Airport	42.46450043	-84.03500366
Ms Pats Airport	29.97450066	-92.17610168
Crawford Memorial Hospital Heliport	39.01589966	-87.75
The Bluffs Heliport	30.80310059	-91.24490356
Vortex Heliport	30.3885994	-89.16529846
Idlewide Heliport	42.55799866	-70.81259918
Matinicus Island Airport	43.87110138	-68.89330292
Law Field	42.63389969	-84.9858017
Wipline Airport	44.81549835	-93.0134964
Camp Clark Army Heliport	37.81669998	-94.30020142
Johnston Airport	35.53829956	-80.75140381
Shelburnes Airport	41.04999924	-101.8050003
Cobbetts Pond Seaplane Base	42.806914	-71.275853
Mid-State Heliport	40.60039902	-75.7193985
Ciszak Airport	42.51259995	-78.73529816
Gainey Heliport	40.81869888	-81.5236969
Fawcett Center For Tomorrow Heliport	40.01060104	-83.01879883
Schumacher Field	35.5	-99.03559875
Henderson Farm Airport	36.6330986	-99.15119934
Freight Wagon Field	44.19260025	-121.1790009
Spring Land Heliport	40.39369965	-75.16429901
Sabinsville-Consolidated Heliport	41.87260056	-77.52050018
Texas Health Presbyterian Hospital Plano Heliport	33.04349899	-96.83719635
Ne Police Station Nr 2 Heliport	29.81329918	-95.33630371
Hempstead Gliderport	30.1215992	-96.08660126
Flying B Ranch Airstrip	32.48400116	-99.82559967
CMH Medical Heliport	36.73429871	-78.13439941
Fisher Ranch Airport	46.74990082	-118.4179993
Barker Strip	42.74560165	-88.43759918
Nocona General Hospital Heliport	33.77809906	-97.7322998
Flyway Farm Airstrip	61.34329987	-150.0670013
David Stanley Memorial Airport	35.20640182	-91.31890106
Valley Farms Airport	32.99369812	-111.4509964
Stone Land County Airport	36.13190079	-119.9860001
Tri-City Hospital Heliport	33.18529892	-117.2910004
Blackwell Land Company Inc Airport	35.63639832	-120.0090027
Fat Chance Airport	39.10609818	-104.5439987
Magic Air Adventure Heliport	28.33419991	-81.48919678
Bay Helicopters Heliport	30.19379997	-85.66130066
Mease Hospital Countryside Heliport	28.03890038	-82.707901
Lola Landing Airport	33.73009872	-83.97460175
Squaw Harbor Seaplane Base	55.23329926	-160.552002
Dorothy Roeber Memorial Heliport	43.8072	-115.1308
Newby Landing Airport	39.84120178	-86.34860229
Batchtown Heliport	39.03359985	-90.66609955
Peterson Ultralightport	41.53620148	-86.44390106
Gillen Airport	40.92639923	-90.73120117
White Farms Airport	37.47480011	-95.34359741
Arnolds Airport	37.6556015	-85.15380096
Lafayette Training Center - Cusa Heliport	30.16580009	-92.05870056
Calhoun Medical Center Heliport	39.15890121	-90.62220001
Squires Heliport	29.90250015	-91.70500183
Tecumseh Products Airport	42.03269958	-83.87830353
Wagner Farm Airport	46.67160034	-96.57530212
Harrison Private Airport	37.85279846	-91.64679718
Greensboro North Airport	36.25360107	-79.90809631
Frevert Airstrip	42.5141983	-97.5809021
Long Pond Landing Heliport	42.70080185	-71.37110138
Colliers Mills Heliport	40.06340027	-74.44129944
Dew Airpark	42.23590088	-78.21170044
Wright's Field	40.19029999	-81.97399902
